transaction_id,status,exception_type,difference,severity,explanation,recommended_action,priority,resolution_category,next_step,escalation_required,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,ml_agrees_with_rule_status,ml_agrees_with_rule_exception_type,hybrid_decision
TXN00399,EXCEPTION,FAILED_PAYMENT,999.0,HIGH,The payment associated with transaction TXN00399 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.94,FAILED_PAYMENT,0.895,True,True,RULE_CONFIRMED_BY_ML
TXN00402,EXCEPTION,INCORRECT_FEE,299.9,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,0.995,INCORRECT_FEE,0.515,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00415,EXCEPTION,MISSING_SETTLEMENT,999.0,HIGH,No settlement record was found for transaction TXN00415.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00418,EXCEPTION,PARTIAL_SETTLEMENT,749.7,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.63,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00419,EXCEPTION,AMOUNT_MISMATCH,500.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.73,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00425,EXCEPTION,DUPLICATE_SETTLEMENT,-42.46,MEDIUM,"Multiple settlement records were found for transaction TXN00425, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.94,DUPLICATE_SETTLEMENT,0.96,True,True,RULE_CONFIRMED_BY_ML
TXN00427,EXCEPTION,MISSING_PAYMENT,1999.0,HIGH,No payment record was found for transaction TXN00427.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,True,True,RULE_CONFIRMED_BY_ML
TXN00429,EXCEPTION,MISSING_SETTLEMENT,1999.0,HIGH,No settlement record was found for transaction TXN00429.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00437,EXCEPTION,PARTIAL_SETTLEMENT,2399.7,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,1.0,PARTIAL_SETTLEMENT,0.71,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00451,EXCEPTION,AMOUNT_MISMATCH,500.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.88,True,True,RULE_CONFIRMED_BY_ML
TXN00452,EXCEPTION,UNKNOWN_ADJUSTMENT,-250.0,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00452.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.995,UNKNOWN_ADJUSTMENT,0.805,True,True,RULE_CONFIRMED_BY_ML
TXN00462,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.72,SETTLEMENT_DELAY,0.595,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00464,EXCEPTION,CHARGEBACK,4999.0,HIGH,A chargeback was recorded for transaction TXN00464.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.93,True,True,RULE_CONFIRMED_BY_ML
TXN00467,EXCEPTION,MISSING_PAYMENT,5999.0,HIGH,No payment record was found for transaction TXN00467.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.995,MISSING_PAYMENT,0.99,True,True,RULE_CONFIRMED_BY_ML
TXN00468,EXCEPTION,AMOUNT_MISMATCH,100.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,MATCHED,0.085,NONE,0.93,False,False,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00475,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,EXCEPTION,0.625,NONE,0.925,True,False,RULE_EXCEPTION_ML_SUPPORT
TXN00476,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,MATCHED,0.0,DATE_MISMATCH,0.555,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00477,EXCEPTION,AMOUNT_MISMATCH,500.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.975,AMOUNT_MISMATCH,0.915,True,True,RULE_CONFIRMED_BY_ML
TXN00484,EXCEPTION,AMOUNT_MISMATCH,100.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.8,AMOUNT_MISMATCH,0.795,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00490,EXCEPTION,UNKNOWN_ADJUSTMENT,-100.0,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00490.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.92,UNKNOWN_ADJUSTMENT,0.43,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00491,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.6,SETTLEMENT_DELAY,0.66,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00494,EXCEPTION,DUPLICATE_PAYMENT,9999.0,MEDIUM,"Multiple payment records were found for transaction TXN00494, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.985,DUPLICATE_PAYMENT,0.895,True,True,RULE_CONFIRMED_BY_ML
TXN00497,EXCEPTION,MISSING_PAYMENT,799.0,HIGH,No payment record was found for transaction TXN00497.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,True,True,RULE_CONFIRMED_BY_ML
TXN00500,EXCEPTION,DATE_MISMATCH,0.0,LOW,The payment date differs from the clean reference payment date.,Verify the payment processing date against the source payment record.,LOW,DATE_REVIEW,Compare the relevant payment and settlement dates and verify the correct processing date.,NO,EXCEPTION,0.63,NONE,0.98,True,False,RULE_EXCEPTION_ML_SUPPORT
TXN00502,EXCEPTION,AMOUNT_MISMATCH,488.4,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.89,True,True,RULE_CONFIRMED_BY_ML
TXN00507,EXCEPTION,DUPLICATE_PAYMENT,5999.0,MEDIUM,"Multiple payment records were found for transaction TXN00507, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.95,True,True,RULE_CONFIRMED_BY_ML
TXN00508,EXCEPTION,AMOUNT_MISMATCH,750.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,PARTIAL_SETTLEMENT,0.45,True,False,RULE_EXCEPTION_ML_SUPPORT
TXN00509,EXCEPTION,DUPLICATE_PAYMENT,9999.0,MEDIUM,"Multiple payment records were found for transaction TXN00509, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.995,DUPLICATE_PAYMENT,0.68,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00516,EXCEPTION,REFUND,299.7,HIGH,A refund was recorded for transaction TXN00516.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.915,True,True,RULE_CONFIRMED_BY_ML
TXN00517,EXCEPTION,PARTIAL_SETTLEMENT,1799.7,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.44,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00523,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.63,SETTLEMENT_DELAY,0.7,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00524,EXCEPTION,AMOUNT_MISMATCH,194.78,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.95,AMOUNT_MISMATCH,0.895,True,True,RULE_CONFIRMED_BY_ML
TXN00528,EXCEPTION,FAILED_PAYMENT,5999.0,HIGH,The payment associated with transaction TXN00528 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.975,FAILED_PAYMENT,0.9,True,True,RULE_CONFIRMED_BY_ML
TXN00529,EXCEPTION,DUPLICATE_SETTLEMENT,-11.78,MEDIUM,"Multiple settlement records were found for transaction TXN00529, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.975,DUPLICATE_SETTLEMENT,0.95,True,True,RULE_CONFIRMED_BY_ML
TXN00539,EXCEPTION,DUPLICATE_SETTLEMENT,-106.16,MEDIUM,"Multiple settlement records were found for transaction TXN00539, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.94,DUPLICATE_SETTLEMENT,0.975,True,True,RULE_CONFIRMED_BY_ML
TXN00555,EXCEPTION,AMOUNT_MISMATCH,981.32,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.91,True,True,RULE_CONFIRMED_BY_ML
TXN00561,EXCEPTION,PARTIAL_SETTLEMENT,1249.5,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.825,True,True,RULE_CONFIRMED_BY_ML
TXN00578,EXCEPTION,INCORRECT_FEE,79.9,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,0.925,INCORRECT_FEE,0.77,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00582,EXCEPTION,MISSING_SETTLEMENT,7999.0,HIGH,No settlement record was found for transaction TXN00582.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00586,EXCEPTION,PARTIAL_SETTLEMENT,1999.6,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.985,PARTIAL_SETTLEMENT,0.83,True,True,RULE_CONFIRMED_BY_ML
TXN00587,EXCEPTION,MISSING_SETTLEMENT,3999.0,HIGH,No settlement record was found for transaction TXN00587.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00590,EXCEPTION,MISSING_SETTLEMENT,2499.0,HIGH,No settlement record was found for transaction TXN00590.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00595,EXCEPTION,REFUND,89.7,HIGH,A refund was recorded for transaction TXN00595.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.92,REFUND,0.84,True,True,RULE_CONFIRMED_BY_ML
TXN00597,EXCEPTION,MISSING_PAYMENT,2999.0,HIGH,No payment record was found for transaction TXN00597.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00607,EXCEPTION,FAILED_PAYMENT,9999.0,HIGH,The payment associated with transaction TXN00607 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.915,FAILED_PAYMENT,0.885,True,True,RULE_CONFIRMED_BY_ML
TXN00608,EXCEPTION,FAILED_PAYMENT,299.0,HIGH,The payment associated with transaction TXN00608 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.85,FAILED_PAYMENT,0.855,True,True,RULE_CONFIRMED_BY_ML
TXN00613,EXCEPTION,INCORRECT_FEE,104.93,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,0.82,INCORRECT_FEE,0.74,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00615,EXCEPTION,AMOUNT_MISMATCH,1000.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.71,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00616,EXCEPTION,AMOUNT_MISMATCH,1000.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.975,AMOUNT_MISMATCH,0.84,True,True,RULE_CONFIRMED_BY_ML
TXN00618,EXCEPTION,MULTIPLE_PAYMENTS,299.7,MEDIUM,Multiple payment records exist for transaction TXN00618.,Verify why multiple payments exist for the same transaction and confirm the correct payment record.,MEDIUM,DUPLICATE_REVIEW,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,YES,EXCEPTION,0.97,MULTIPLE_PAYMENTS,0.775,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00623,EXCEPTION,AMOUNT_MISMATCH,250.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.49,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00631,EXCEPTION,MISSING_PAYMENT,999.0,HIGH,No payment record was found for transaction TXN00631.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,True,True,RULE_CONFIRMED_BY_ML
TXN00632,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,MATCHED,0.4956988566988565,SETTLEMENT_DELAY,0.5850172324693067,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00638,EXCEPTION,WRONG_TRANSACTION_REFERENCE,0.0,MEDIUM,The bank reference does not match transaction TXN00638.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.705,WRONG_TRANSACTION_REFERENCE,0.61,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00639,EXCEPTION,MISSING_SETTLEMENT,1499.0,HIGH,No settlement record was found for transaction TXN00639.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,True,True,RULE_CONFIRMED_BY_ML
TXN00654,EXCEPTION,UNKNOWN_ADJUSTMENT,250.0,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00654.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.775,UNKNOWN_ADJUSTMENT,0.715,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00661,EXCEPTION,PARTIAL_SETTLEMENT,1499.5,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.985,PARTIAL_SETTLEMENT,0.775,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00667,EXCEPTION,MISSING_SETTLEMENT,199.0,HIGH,No settlement record was found for transaction TXN00667.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,0.99,MISSING_SETTLEMENT,0.985,True,True,RULE_CONFIRMED_BY_ML
TXN00669,EXCEPTION,FAILED_PAYMENT,5999.0,HIGH,The payment associated with transaction TXN00669 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.935,True,True,RULE_CONFIRMED_BY_ML
TXN00671,EXCEPTION,WRONG_TRANSACTION_REFERENCE,0.0,MEDIUM,The bank reference does not match transaction TXN00671.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.645,WRONG_TRANSACTION_REFERENCE,0.62,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00681,EXCEPTION,CHARGEBACK,1499.0,HIGH,A chargeback was recorded for transaction TXN00681.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.935,True,True,RULE_CONFIRMED_BY_ML
TXN00683,EXCEPTION,AMOUNT_MISMATCH,196.18,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.96,AMOUNT_MISMATCH,0.78,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00689,EXCEPTION,INCORRECT_FEE,499.95,MEDIUM,The settlement fee differs from the expected fee structure.,Compare the charged settlement fee with the expected fee structure.,MEDIUM,FEE_REVIEW,Compare the recorded fee with the expected fee according to the applicable fee structure.,NO,EXCEPTION,0.995,INCORRECT_FEE,0.775,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00694,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.71,SETTLEMENT_DELAY,0.585,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00695,EXCEPTION,DUPLICATE_SETTLEMENT,-283.16,MEDIUM,"Multiple settlement records were found for transaction TXN00695, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.9233333333333336,DUPLICATE_SETTLEMENT,0.945,True,True,RULE_CONFIRMED_BY_ML
TXN00698,EXCEPTION,MULTIPLE_PAYMENTS,2999.7,MEDIUM,Multiple payment records exist for transaction TXN00698.,Verify why multiple payments exist for the same transaction and confirm the correct payment record.,MEDIUM,DUPLICATE_REVIEW,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,YES,EXCEPTION,0.99,MULTIPLE_PAYMENTS,0.515,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00703,EXCEPTION,REFUND,249.9,HIGH,A refund was recorded for transaction TXN00703.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.97,True,True,RULE_CONFIRMED_BY_ML
TXN00714,EXCEPTION,DUPLICATE_PAYMENT,799.0,MEDIUM,"Multiple payment records were found for transaction TXN00714, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.78,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00721,EXCEPTION,MISSING_PAYMENT,199.0,HIGH,No payment record was found for transaction TXN00721.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.92,MISSING_PAYMENT,0.85,True,True,RULE_CONFIRMED_BY_ML
TXN00728,EXCEPTION,CHARGEBACK,149.25,HIGH,A chargeback was recorded for transaction TXN00728.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.97,CHARGEBACK,0.825,True,True,RULE_CONFIRMED_BY_ML
TXN00732,EXCEPTION,FAILED_PAYMENT,799.0,HIGH,The payment associated with transaction TXN00732 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.945,FAILED_PAYMENT,0.95,True,True,RULE_CONFIRMED_BY_ML
TXN00733,EXCEPTION,AMOUNT_MISMATCH,250.0,HIGH,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.765,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00741,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.625,NONE,0.94,True,False,RULE_EXCEPTION_ML_SUPPORT
TXN00742,EXCEPTION,MISSING_PAYMENT,5999.0,HIGH,No payment record was found for transaction TXN00742.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.995,MISSING_PAYMENT,0.98,True,True,RULE_CONFIRMED_BY_ML
TXN00745,EXCEPTION,SETTLEMENT_DELAY,0.0,LOW,The settlement date differs from the clean reference settlement date.,Check settlement processing status and investigate the settlement delay.,LOW,SETTLEMENT_REVIEW,Check the settlement processing status and investigate the reason for the delay.,NO,EXCEPTION,0.67,SETTLEMENT_DELAY,0.66,True,True,RULE_EXCEPTION_ML_SUPPORT
