transaction_id,exception_type,severity,priority,agent_decision,action_type,action_status,requires_human,action_description,next_step,hybrid_decision,execution_mode
TXN00393,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00393: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00394,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00394: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00397,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00397: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00399,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00399: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00402,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00402: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00415,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00415: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00418,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00418: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00419,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00419: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00425,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00425: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00427,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00427: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00429,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00429: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00437,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00437: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00451,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00451: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00452,UNKNOWN_ADJUSTMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00452: ESCALATE_FOR_REVIEW. Next step: Review the adjustment entry and identify its source and business reason.,Review the adjustment entry and identify its source and business reason.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00462,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00462: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00464,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00464: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00467,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00467: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00468,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00468: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_DISAGREEMENT,SIMULATED
TXN00475,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00475: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00476,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00476: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_DISAGREEMENT,SIMULATED
TXN00477,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00477: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00484,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00484: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00490,UNKNOWN_ADJUSTMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00490: ESCALATE_FOR_REVIEW. Next step: Review the adjustment entry and identify its source and business reason.,Review the adjustment entry and identify its source and business reason.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00491,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00491: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00494,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00494: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00497,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00497: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00500,DATE_MISMATCH,LOW,LOW,DATE_REVIEW,CREATE_DATE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00500: DATE_REVIEW. Next step: Compare the relevant payment and settlement dates and verify the correct processing date.,Compare the relevant payment and settlement dates and verify the correct processing date.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00502,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00502: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00507,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00507: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00508,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00508: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00509,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00509: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00516,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00516: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00517,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00517: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00523,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00523: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00524,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00524: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00528,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00528: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00529,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00529: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00539,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00539: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00555,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00555: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00561,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00561: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00578,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00578: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00582,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00582: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00586,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00586: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00587,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00587: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00590,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00590: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00595,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00595: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00597,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00597: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00607,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00607: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00608,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00608: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00613,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00613: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00615,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00615: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00616,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00616: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00618,MULTIPLE_PAYMENTS,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00618: ESCALATE_FOR_REVIEW. Next step: Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00623,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00623: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00631,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00631: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00632,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00632: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_DISAGREEMENT,SIMULATED
TXN00638,WRONG_TRANSACTION_REFERENCE,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00638: ESCALATE_FOR_REVIEW. Next step: Verify the transaction reference across the payment, bank, and settlement records.","Verify the transaction reference across the payment, bank, and settlement records.",RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00639,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00639: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00654,UNKNOWN_ADJUSTMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00654: ESCALATE_FOR_REVIEW. Next step: Review the adjustment entry and identify its source and business reason.,Review the adjustment entry and identify its source and business reason.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00661,PARTIAL_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00661: ESCALATE_FOR_REVIEW. Next step: Verify whether the remaining settlement amount is pending or was incorrectly omitted.,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00667,MISSING_SETTLEMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00667: ESCALATE_FOR_REVIEW. Next step: Verify the settlement batch and check whether the transaction is still pending.,Verify the settlement batch and check whether the transaction is still pending.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00669,FAILED_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00669: ESCALATE_FOR_REVIEW. Next step: Verify the payment failure status and determine whether the payment should be retried or followed up.,Verify the payment failure status and determine whether the payment should be retried or followed up.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00671,WRONG_TRANSACTION_REFERENCE,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00671: ESCALATE_FOR_REVIEW. Next step: Verify the transaction reference across the payment, bank, and settlement records.","Verify the transaction reference across the payment, bank, and settlement records.",RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00681,CHARGEBACK,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,"Simulated action for transaction TXN00681: ESCALATE_FOR_REVIEW. Next step: Review the chargeback record, dispute reason, and supporting transaction information.","Review the chargeback record, dispute reason, and supporting transaction information.",RULE_CONFIRMED_BY_ML,SIMULATED
TXN00683,AMOUNT_MISMATCH,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00683: ESCALATE_FOR_REVIEW. Next step: Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00689,INCORRECT_FEE,MEDIUM,MEDIUM,FEE_REVIEW,CREATE_FEE_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00689: FEE_REVIEW. Next step: Compare the recorded fee with the expected fee according to the applicable fee structure.,Compare the recorded fee with the expected fee according to the applicable fee structure.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00694,SETTLEMENT_DELAY,LOW,LOW,SETTLEMENT_REVIEW,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,YES,Simulated action for transaction TXN00694: SETTLEMENT_REVIEW. Next step: Check the settlement processing status and investigate the reason for the delay.,Check the settlement processing status and investigate the reason for the delay.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00695,DUPLICATE_SETTLEMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00695: ESCALATE_FOR_REVIEW. Next step: Review the settlement records and determine whether the transaction was settled more than once.,Review the settlement records and determine whether the transaction was settled more than once.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00698,MULTIPLE_PAYMENTS,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00698: ESCALATE_FOR_REVIEW. Next step: Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00703,REFUND,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00703: ESCALATE_FOR_REVIEW. Next step: Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,RULE_CONFIRMED_BY_ML,SIMULATED
TXN00714,DUPLICATE_PAYMENT,MEDIUM,MEDIUM,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00714: ESCALATE_FOR_REVIEW. Next step: Review the duplicate payment records and determine whether a reversal or refund is required.,Review the duplicate payment records and determine whether a reversal or refund is required.,RULE_EXCEPTION_ML_SUPPORT,SIMULATED
TXN00721,MISSING_PAYMENT,HIGH,HIGH,ESCALATE_FOR_REVIEW,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,Simulated action for transaction TXN00721: ESCALATE_FOR_REVIEW. Next step: Verify the payment gateway records and confirm whether the payment was received.,Verify the payment gateway records and confirm whether the payment was received.,RULE_CONFIRMED_BY_ML,SIMULATED
