transaction_id,rule_status,rule_exception_type,ml_exception_prediction,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,ml_status,ml_agrees_with_rule_status,ml_agrees_with_rule_exception_type,hybrid_decision
TXN00240,MATCHED,MATCHED,0,0.125,NONE,0.845,MATCHED,True,False,RULE_MATCHED
TXN00241,MATCHED,MATCHED,0,0.045,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00242,EXCEPTION,PARTIAL_SETTLEMENT,1,1.0,PARTIAL_SETTLEMENT,0.735,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00243,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00244,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00245,MATCHED,MATCHED,0,0.01,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00246,MATCHED,MATCHED,0,0.04,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00247,MATCHED,MATCHED,0,0.025,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00248,EXCEPTION,DUPLICATE_PAYMENT,1,0.995,DUPLICATE_PAYMENT,0.97,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00249,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00250,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00251,MATCHED,MATCHED,0,0.009000000000000001,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00252,EXCEPTION,UNKNOWN_ADJUSTMENT,1,1.0,UNKNOWN_ADJUSTMENT,0.84,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00253,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00254,MATCHED,MATCHED,0,0.015,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00255,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00256,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00257,EXCEPTION,SETTLEMENT_DELAY,1,0.5467499411493216,NONE,0.995,EXCEPTION,True,False,RULE_EXCEPTION_ML_SUPPORT
TXN00258,MATCHED,MATCHED,0,0.075,NONE,0.95,MATCHED,True,False,RULE_MATCHED
TXN00259,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00260,MATCHED,MATCHED,0,0.03333333333333333,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00261,MATCHED,MATCHED,0,0.01,NONE,0.945,MATCHED,True,False,RULE_MATCHED
TXN00262,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00263,MATCHED,MATCHED,0,0.01,NONE,0.955,MATCHED,True,False,RULE_MATCHED
TXN00264,MATCHED,MATCHED,0,0.01,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00265,EXCEPTION,MISSING_PAYMENT,1,1.0,MISSING_PAYMENT,0.97,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00266,MATCHED,MATCHED,0,0.075,NONE,0.93,MATCHED,True,False,RULE_MATCHED
TXN00267,MATCHED,MATCHED,0,0.02,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00268,MATCHED,MATCHED,0,0.005,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00269,MATCHED,MATCHED,0,0.01,NONE,0.955,MATCHED,True,False,RULE_MATCHED
TXN00270,MATCHED,MATCHED,0,0.02,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00271,MATCHED,MATCHED,0,0.005,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00272,MATCHED,MATCHED,0,0.015,NONE,0.94,MATCHED,True,False,RULE_MATCHED
TXN00273,MATCHED,MATCHED,0,0.015,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00274,MATCHED,MATCHED,0,0.005,NONE,0.975,MATCHED,True,False,RULE_MATCHED
TXN00275,MATCHED,MATCHED,0,0.1,NONE,0.88,MATCHED,True,False,RULE_MATCHED
TXN00276,MATCHED,MATCHED,0,0.025,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00277,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00278,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00279,MATCHED,MATCHED,0,0.015,NONE,0.95,MATCHED,True,False,RULE_MATCHED
TXN00280,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00281,MATCHED,MATCHED,0,0.01,NONE,0.96,MATCHED,True,False,RULE_MATCHED
TXN00282,MATCHED,MATCHED,0,0.17,NONE,0.915,MATCHED,True,False,RULE_MATCHED
TXN00283,EXCEPTION,FAILED_PAYMENT,1,0.9,FAILED_PAYMENT,0.96,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00284,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00285,MATCHED,MATCHED,0,0.06,NONE,0.95,MATCHED,True,False,RULE_MATCHED
TXN00286,MATCHED,MATCHED,0,0.04,NONE,0.95,MATCHED,True,False,RULE_MATCHED
TXN00287,MATCHED,MATCHED,0,0.05,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00288,EXCEPTION,FAILED_PAYMENT,1,0.845,FAILED_PAYMENT,0.775,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00289,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00290,MATCHED,MATCHED,0,0.165,NONE,0.925,MATCHED,True,False,RULE_MATCHED
TXN00291,EXCEPTION,DUPLICATE_PAYMENT,1,0.98,DUPLICATE_PAYMENT,0.9,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00292,MATCHED,MATCHED,0,0.01,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00293,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00294,EXCEPTION,DUPLICATE_SETTLEMENT,1,0.965,DUPLICATE_SETTLEMENT,0.96,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00295,MATCHED,MATCHED,0,0.02,NONE,0.955,MATCHED,True,False,RULE_MATCHED
TXN00296,MATCHED,MATCHED,0,0.115,NONE,0.905,MATCHED,True,False,RULE_MATCHED
TXN00297,MATCHED,MATCHED,0,0.02,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00298,MATCHED,MATCHED,0,0.045,NONE,0.945,MATCHED,True,False,RULE_MATCHED
TXN00299,EXCEPTION,FAILED_PAYMENT,1,0.965,FAILED_PAYMENT,0.91,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00300,EXCEPTION,MISSING_SETTLEMENT,1,1.0,MISSING_SETTLEMENT,1.0,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00301,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00302,MATCHED,MATCHED,0,0.215,NONE,0.88,MATCHED,True,False,RULE_MATCHED
TXN00303,MATCHED,MATCHED,0,0.07,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00304,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00305,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00306,MATCHED,MATCHED,0,0.015,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00307,MATCHED,MATCHED,0,0.005,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00308,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00309,EXCEPTION,WRONG_TRANSACTION_REFERENCE,0,0.005,WRONG_TRANSACTION_REFERENCE,0.67,MATCHED,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00310,MATCHED,MATCHED,0,0.01,NONE,0.9701219512195123,MATCHED,True,False,RULE_MATCHED
TXN00311,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00312,EXCEPTION,CHARGEBACK,1,1.0,CHARGEBACK,0.905,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00313,MATCHED,MATCHED,0,0.02,NONE,0.975,MATCHED,True,False,RULE_MATCHED
TXN00314,MATCHED,MATCHED,0,0.075,NONE,0.95,MATCHED,True,False,RULE_MATCHED
TXN00315,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00316,MATCHED,MATCHED,0,0.019444444444444445,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00317,EXCEPTION,PARTIAL_SETTLEMENT,1,0.885,PARTIAL_SETTLEMENT,0.655,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00318,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00319,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00320,MATCHED,MATCHED,0,0.0,NONE,0.965,MATCHED,True,False,RULE_MATCHED
TXN00321,MATCHED,MATCHED,0,0.04,NONE,0.935,MATCHED,True,False,RULE_MATCHED
TXN00322,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00323,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00324,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00325,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00326,EXCEPTION,REFUND,1,1.0,REFUND,0.93,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00327,MATCHED,MATCHED,0,0.045,NONE,0.87,MATCHED,True,False,RULE_MATCHED
TXN00328,EXCEPTION,WRONG_TRANSACTION_REFERENCE,1,0.625,WRONG_TRANSACTION_REFERENCE,0.615,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00329,MATCHED,MATCHED,0,0.045,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00330,MATCHED,MATCHED,0,0.085,NONE,0.885,MATCHED,True,False,RULE_MATCHED
TXN00331,EXCEPTION,CHARGEBACK,1,0.93,CHARGEBACK,0.87,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00332,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00333,MATCHED,MATCHED,0,0.015,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00334,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00335,EXCEPTION,MISSING_SETTLEMENT,1,1.0,MISSING_SETTLEMENT,1.0,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00336,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00337,EXCEPTION,AMOUNT_MISMATCH,1,1.0,AMOUNT_MISMATCH,0.89,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00338,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00339,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00340,MATCHED,MATCHED,0,0.0,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00341,MATCHED,MATCHED,0,0.0,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00342,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00343,EXCEPTION,WRONG_TRANSACTION_REFERENCE,1,0.735,WRONG_TRANSACTION_REFERENCE,0.68,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00344,MATCHED,MATCHED,0,0.015,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00345,MATCHED,MATCHED,0,0.105,NONE,0.91,MATCHED,True,False,RULE_MATCHED
TXN00346,MATCHED,MATCHED,0,0.095,NONE,0.9,MATCHED,True,False,RULE_MATCHED
TXN00347,MATCHED,MATCHED,0,0.0,NONE,0.955,MATCHED,True,False,RULE_MATCHED
TXN00348,MATCHED,MATCHED,0,0.03,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00349,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00350,EXCEPTION,DATE_MISMATCH,1,0.665,DATE_MISMATCH,0.61,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00351,EXCEPTION,AMOUNT_MISMATCH,1,0.78,AMOUNT_MISMATCH,0.72,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00352,MATCHED,MATCHED,0,0.01,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00353,MATCHED,MATCHED,0,0.01,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00354,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00355,EXCEPTION,AMOUNT_MISMATCH,1,0.99,AMOUNT_MISMATCH,0.48,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00356,EXCEPTION,REFUND,1,1.0,REFUND,0.955,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00357,MATCHED,MATCHED,0,0.005,NONE,0.935,MATCHED,True,False,RULE_MATCHED
TXN00358,MATCHED,MATCHED,0,0.02,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00359,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00360,EXCEPTION,REFUND,1,1.0,REFUND,0.96,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00361,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00362,EXCEPTION,INCORRECT_FEE,1,0.9,INCORRECT_FEE,0.66,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00363,MATCHED,MATCHED,0,0.025,NONE,0.875,MATCHED,True,False,RULE_MATCHED
TXN00364,MATCHED,MATCHED,0,0.0,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00365,EXCEPTION,MISSING_SETTLEMENT,1,0.99,MISSING_SETTLEMENT,0.985,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00366,EXCEPTION,AMOUNT_MISMATCH,1,0.995,AMOUNT_MISMATCH,0.395,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00367,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00368,MATCHED,MATCHED,0,0.0,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00369,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00370,EXCEPTION,MISSING_PAYMENT,1,1.0,MISSING_PAYMENT,0.98,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00371,MATCHED,MATCHED,0,0.005,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00372,MATCHED,MATCHED,0,0.01,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00373,MATCHED,MATCHED,0,0.02,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00374,MATCHED,MATCHED,0,0.0,NONE,0.96,MATCHED,True,False,RULE_MATCHED
TXN00375,EXCEPTION,PARTIAL_SETTLEMENT,1,0.995,PARTIAL_SETTLEMENT,0.82,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00376,EXCEPTION,DATE_MISMATCH,0,0.045,DATE_MISMATCH,0.7,MATCHED,False,True,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00377,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00378,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00379,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00380,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00381,MATCHED,MATCHED,0,0.01,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00382,EXCEPTION,MULTIPLE_PAYMENTS,1,0.99,MULTIPLE_PAYMENTS,0.785,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00383,MATCHED,MATCHED,0,0.015,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00384,MATCHED,MATCHED,0,0.065,NONE,0.915,MATCHED,True,False,RULE_MATCHED
TXN00385,MATCHED,MATCHED,0,0.02,NONE,0.97,MATCHED,True,False,RULE_MATCHED
TXN00386,MATCHED,MATCHED,0,0.035,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00387,EXCEPTION,MISSING_SETTLEMENT,1,1.0,MISSING_SETTLEMENT,1.0,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00388,MATCHED,MATCHED,0,0.005,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00389,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00390,MATCHED,MATCHED,0,0.02,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00391,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00392,MATCHED,MATCHED,0,0.008333333333333333,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00393,EXCEPTION,INCORRECT_FEE,1,1.0,INCORRECT_FEE,0.795,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00394,EXCEPTION,CHARGEBACK,1,1.0,CHARGEBACK,0.8,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00395,MATCHED,MATCHED,0,0.01,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00396,MATCHED,MATCHED,0,0.02,NONE,0.965,MATCHED,True,False,RULE_MATCHED
TXN00397,EXCEPTION,CHARGEBACK,1,0.99,CHARGEBACK,0.9,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00398,MATCHED,MATCHED,0,0.015,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00399,EXCEPTION,FAILED_PAYMENT,1,0.94,FAILED_PAYMENT,0.895,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00400,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00401,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00402,EXCEPTION,INCORRECT_FEE,1,0.995,INCORRECT_FEE,0.515,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00403,MATCHED,MATCHED,0,0.0,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00404,MATCHED,MATCHED,0,0.0,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00405,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00406,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00407,MATCHED,MATCHED,0,0.07733333333333334,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00408,MATCHED,MATCHED,0,0.02,NONE,0.985,MATCHED,True,False,RULE_MATCHED
TXN00409,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00410,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00411,MATCHED,MATCHED,0,0.01,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00412,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00413,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00414,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00415,EXCEPTION,MISSING_SETTLEMENT,1,1.0,MISSING_SETTLEMENT,1.0,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00416,MATCHED,MATCHED,0,0.385,NONE,0.55,MATCHED,True,False,RULE_MATCHED
TXN00417,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00418,EXCEPTION,PARTIAL_SETTLEMENT,1,0.995,PARTIAL_SETTLEMENT,0.63,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00419,EXCEPTION,AMOUNT_MISMATCH,1,1.0,AMOUNT_MISMATCH,0.73,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00420,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00421,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00422,MATCHED,MATCHED,0,0.009000000000000001,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00423,MATCHED,MATCHED,0,0.026666666666666665,NONE,0.9950310559006212,MATCHED,True,False,RULE_MATCHED
TXN00424,MATCHED,MATCHED,0,0.05,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00425,EXCEPTION,DUPLICATE_SETTLEMENT,1,0.94,DUPLICATE_SETTLEMENT,0.96,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00426,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00427,EXCEPTION,MISSING_PAYMENT,1,1.0,MISSING_PAYMENT,0.995,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00428,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00429,EXCEPTION,MISSING_SETTLEMENT,1,1.0,MISSING_SETTLEMENT,1.0,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00430,MATCHED,MATCHED,0,0.025,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00431,MATCHED,MATCHED,0,0.0,NONE,0.975,MATCHED,True,False,RULE_MATCHED
TXN00432,MATCHED,MATCHED,0,0.015,NONE,0.91,MATCHED,True,False,RULE_MATCHED
TXN00433,MATCHED,MATCHED,0,0.05,NONE,0.93,MATCHED,True,False,RULE_MATCHED
TXN00434,MATCHED,MATCHED,0,0.0,NONE,0.93,MATCHED,True,False,RULE_MATCHED
TXN00435,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00436,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00437,EXCEPTION,PARTIAL_SETTLEMENT,1,1.0,PARTIAL_SETTLEMENT,0.71,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00438,MATCHED,MATCHED,0,0.02,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00439,MATCHED,MATCHED,0,0.013999999999999999,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00440,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00441,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00442,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00443,MATCHED,MATCHED,0,0.01,NONE,0.965,MATCHED,True,False,RULE_MATCHED
TXN00444,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00445,MATCHED,MATCHED,0,0.03,NONE,0.96,MATCHED,True,False,RULE_MATCHED
TXN00446,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00447,MATCHED,MATCHED,0,0.045,NONE,0.93,MATCHED,True,False,RULE_MATCHED
TXN00448,MATCHED,MATCHED,0,0.03,NONE,0.935,MATCHED,True,False,RULE_MATCHED
TXN00449,MATCHED,MATCHED,0,0.01,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00450,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00451,EXCEPTION,AMOUNT_MISMATCH,1,1.0,AMOUNT_MISMATCH,0.88,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00452,EXCEPTION,UNKNOWN_ADJUSTMENT,1,0.995,UNKNOWN_ADJUSTMENT,0.805,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00453,MATCHED,MATCHED,0,0.085,NONE,0.9251234567901235,MATCHED,True,False,RULE_MATCHED
TXN00454,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00455,MATCHED,MATCHED,0,0.1,NONE,0.94,MATCHED,True,False,RULE_MATCHED
TXN00456,MATCHED,MATCHED,0,0.01,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00457,MATCHED,MATCHED,0,0.0044444444444444444,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00458,MATCHED,MATCHED,0,0.005,NONE,0.98,MATCHED,True,False,RULE_MATCHED
TXN00459,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00460,MATCHED,MATCHED,0,0.0,NONE,0.99,MATCHED,True,False,RULE_MATCHED
TXN00461,MATCHED,MATCHED,0,0.005,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00462,EXCEPTION,SETTLEMENT_DELAY,1,0.72,SETTLEMENT_DELAY,0.595,EXCEPTION,True,True,RULE_EXCEPTION_ML_SUPPORT
TXN00463,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00464,EXCEPTION,CHARGEBACK,1,1.0,CHARGEBACK,0.93,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00465,MATCHED,MATCHED,0,0.0,NONE,0.975,MATCHED,True,False,RULE_MATCHED
TXN00466,MATCHED,MATCHED,0,0.024615384615384615,NONE,0.9850927842956828,MATCHED,True,False,RULE_MATCHED
TXN00467,EXCEPTION,MISSING_PAYMENT,1,0.995,MISSING_PAYMENT,0.99,EXCEPTION,True,True,RULE_CONFIRMED_BY_ML
TXN00468,EXCEPTION,AMOUNT_MISMATCH,0,0.085,NONE,0.93,MATCHED,False,False,RULE_EXCEPTION_ML_DISAGREEMENT
TXN00469,MATCHED,MATCHED,0,0.19,NONE,0.89,MATCHED,True,False,RULE_MATCHED
TXN00470,MATCHED,MATCHED,0,0.07,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00471,MATCHED,MATCHED,0,0.005,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00472,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00473,MATCHED,MATCHED,0,0.0,NONE,1.0,MATCHED,True,False,RULE_MATCHED
TXN00474,MATCHED,MATCHED,0,0.0,NONE,0.995,MATCHED,True,False,RULE_MATCHED
TXN00475,EXCEPTION,DATE_MISMATCH,1,0.625,NONE,0.925,EXCEPTION,True,False,RULE_EXCEPTION_ML_SUPPORT
