transaction_id,status,exception_type,severity,explanation,evidence,difference,recommended_action
TXN00251,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00252,EXCEPTION,UNKNOWN_ADJUSTMENT,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00252.,Adjustment amount: ₹-500.00.,-500.0,Review the adjustment entry and identify its source.
TXN00253,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00254,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00255,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00256,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00257,EXCEPTION,SETTLEMENT_DELAY,LOW,The settlement date differs from the clean reference settlement date.,Actual settlement date: 2026-02-14; reference settlement date: 2026-02-09.,0.0,Check settlement processing status and investigate the settlement delay.
TXN00258,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00259,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00260,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00261,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00262,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00263,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00264,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00265,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00265.,Payment records found: 0; order/payment amount available for reconciliation.,4999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00266,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00267,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00268,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00269,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00270,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00271,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00272,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00273,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00274,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00275,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00276,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00277,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00278,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00279,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00280,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00281,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00282,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00283,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00283 is marked as FAILED.,Payment total: ₹999.00; payment status: FAILED.,999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00284,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00285,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00286,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00287,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00288,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00288 is marked as FAILED.,Payment total: ₹299.00; payment status: FAILED.,299.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00289,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00290,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00291,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00291, including a duplicate payment.","Payment records: 2; total payment amount: ₹1,598.00.",799.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00292,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00293,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00294,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00294, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹1,974.42.",-23.58,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00295,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00296,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00297,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00298,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00299,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00299 is marked as FAILED.,"Payment total: ₹3,999.00; payment status: FAILED.",3999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00300,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00300.,"Settlement records found: 0; payment total: ₹1,999.00.",1999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00301,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00302,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00303,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00304,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00305,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00306,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00307,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00308,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00309,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00309.,Bank reference: TXN00498.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00310,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00311,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00312,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00312.,"Chargeback amount: ₹2,999.25.",2999.25,Review the chargeback and associated dispute record.
TXN00313,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00314,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00315,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00316,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00317,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,Gross settlement: ₹799.00; actual net settlement: ₹639.20; difference: ₹159.80.,159.8,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00318,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00319,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00320,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00321,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00322,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00323,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00324,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00325,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00326,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00326.,Refund amount: ₹599.90.,599.9,Verify the refund authorization and confirm that the refund amount is correct.
TXN00327,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00328,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00328.,Bank reference: TXN00998.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00329,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00330,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00331,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00331.,Chargeback amount: ₹249.50.,249.5,Review the chargeback and associated dispute record.
TXN00332,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00333,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00334,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00335,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00335.,"Settlement records found: 0; payment total: ₹1,499.00.",1499.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00336,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00337,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹984.85; actual settlement: ₹734.85; difference: ₹250.00.,250.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00338,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00339,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00340,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00341,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00342,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00343,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00343.,Bank reference: TXN00717.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00344,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00345,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00346,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00347,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00348,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00349,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00350,EXCEPTION,DATE_MISMATCH,LOW,The payment date differs from the clean reference payment date.,Actual payment date: 2026-03-17; reference payment date: 2026-03-07.,0.0,Verify the payment processing date against the source payment record.
TXN00351,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹1,975.41; actual settlement: ₹1,875.41; difference: ₹100.00.",100.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00352,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00353,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00354,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00355,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹5,928.21; actual settlement: ₹5,428.21; difference: ₹500.00.",500.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00356,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00356.,"Refund amount: ₹1,199.70.",1199.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00357,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00358,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00359,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00360,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00360.,Refund amount: ₹449.70.,449.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00361,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00362,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,Gross amount: ₹199.00; fee charged: ₹19.90.,19.9,Compare the charged settlement fee with the expected fee structure.
TXN00363,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00364,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00365,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00365.,Settlement records found: 0; payment total: ₹199.00.,199.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00366,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹2,945.92; actual settlement: ₹2,445.92; difference: ₹500.00.",500.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00367,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00368,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00369,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00370,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00370.,Payment records found: 0; order/payment amount available for reconciliation.,499.0,Verify payment gateway records and confirm whether the payment was received.
TXN00371,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00372,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00373,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00374,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00375,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹2,499.00; actual net settlement: ₹1,749.30; difference: ₹749.70.",749.7,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00376,EXCEPTION,DATE_MISMATCH,LOW,The payment date differs from the clean reference payment date.,Actual payment date: 2026-05-04; reference payment date: 2026-04-24.,0.0,Verify the payment processing date against the source payment record.
TXN00377,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00378,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00379,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00380,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00381,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00382,EXCEPTION,MULTIPLE_PAYMENTS,MEDIUM,Multiple payment records exist for transaction TXN00382.,"Payment records: 2; total payment amount: ₹1,948.70.",449.7,Verify why multiple payments exist for the same transaction and confirm the correct payment record.
TXN00383,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00384,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00385,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00386,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00387,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00387.,"Settlement records found: 0; payment total: ₹5,999.00.",5999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00388,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00389,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00390,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00391,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00392,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00393,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,"Gross amount: ₹3,999.00; fee charged: ₹279.93.",279.93,Compare the charged settlement fee with the expected fee structure.
TXN00394,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00394.,"Chargeback amount: ₹4,499.25.",4499.25,Review the chargeback and associated dispute record.
TXN00395,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00396,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00397,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00397.,Chargeback amount: ₹374.25.,374.25,Review the chargeback and associated dispute record.
TXN00398,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00399,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00399 is marked as FAILED.,Payment total: ₹999.00; payment status: FAILED.,999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00400,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00401,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00402,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,"Gross amount: ₹2,999.00; fee charged: ₹299.90.",299.9,Compare the charged settlement fee with the expected fee structure.
TXN00403,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00404,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00405,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00406,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00407,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00408,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00409,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00410,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00411,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00412,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00413,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00414,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00415,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00415.,Settlement records found: 0; payment total: ₹999.00.,999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00416,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00417,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00418,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹2,499.00; actual net settlement: ₹1,749.30; difference: ₹749.70.",749.7,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00419,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹1,956.54; actual settlement: ₹1,456.54; difference: ₹500.00.",500.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00420,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00421,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00422,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00423,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00424,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00425,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00425, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹2,955.54.",-42.46,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00426,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00427,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00427.,Payment records found: 0; order/payment amount available for reconciliation.,1999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00428,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00429,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00429.,"Settlement records found: 0; payment total: ₹1,999.00.",1999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00430,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00431,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00432,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
