transaction_id,exception_type,severity,difference,explanation,recommended_action,priority,resolution_category,next_step,escalation_required,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,hybrid_decision,agent_decision,agent_decision_reason,action_type,action_status,requires_human,execution_mode,escalation_priority,escalation_reason,escalation_status,review_owner,escalation_mode
TXN00309,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00309.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,MATCHED,0.005,WRONG_TRANSACTION_REFERENCE,0.67,RULE_EXCEPTION_ML_DISAGREEMENT,ESCALATE_FOR_REVIEW,"The reconciliation rule identified an exception requiring escalation, while the ML layer disagreed with the rule result.",CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,"Human review required because the deterministic reconciliation rule identified WRONG_TRANSACTION_REFERENCE, but the ML layer disagreed with the rule result.",OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00312,CHARGEBACK,HIGH,2999.25,A chargeback was recorded for transaction TXN00312.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.905,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00317,PARTIAL_SETTLEMENT,MEDIUM,159.8,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.885,PARTIAL_SETTLEMENT,0.655,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00326,REFUND,HIGH,599.9,A refund was recorded for transaction TXN00326.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.93,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00328,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00328.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.625,WRONG_TRANSACTION_REFERENCE,0.615,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The WRONG_TRANSACTION_REFERENCE exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00331,CHARGEBACK,HIGH,249.5,A chargeback was recorded for transaction TXN00331.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.93,CHARGEBACK,0.87,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00335,MISSING_SETTLEMENT,HIGH,1499.0,No settlement record was found for transaction TXN00335.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00337,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.89,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00343,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00343.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.735,WRONG_TRANSACTION_REFERENCE,0.68,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The WRONG_TRANSACTION_REFERENCE exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00351,AMOUNT_MISMATCH,HIGH,100.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.78,AMOUNT_MISMATCH,0.72,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00355,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.48,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00356,REFUND,HIGH,1199.7,A refund was recorded for transaction TXN00356.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.955,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00360,REFUND,HIGH,449.7,A refund was recorded for transaction TXN00360.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00365,MISSING_SETTLEMENT,HIGH,199.0,No settlement record was found for transaction TXN00365.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,0.99,MISSING_SETTLEMENT,0.985,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00366,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.395,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00370,MISSING_PAYMENT,HIGH,499.0,No payment record was found for transaction TXN00370.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.98,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00375,PARTIAL_SETTLEMENT,MEDIUM,749.7,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.82,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00382,MULTIPLE_PAYMENTS,MEDIUM,449.7,Multiple payment records exist for transaction TXN00382.,Verify why multiple payments exist for the same transaction and confirm the correct payment record.,MEDIUM,DUPLICATE_REVIEW,Review all payment records associated with the transaction and determine whether multiple payments were legitimately received.,YES,EXCEPTION,0.99,MULTIPLE_PAYMENTS,0.785,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The MULTIPLE_PAYMENTS exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00387,MISSING_SETTLEMENT,HIGH,5999.0,No settlement record was found for transaction TXN00387.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00394,CHARGEBACK,HIGH,4499.25,A chargeback was recorded for transaction TXN00394.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.8,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00397,CHARGEBACK,HIGH,374.25,A chargeback was recorded for transaction TXN00397.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.99,CHARGEBACK,0.9,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00399,FAILED_PAYMENT,HIGH,999.0,The payment associated with transaction TXN00399 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.94,FAILED_PAYMENT,0.895,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00415,MISSING_SETTLEMENT,HIGH,999.0,No settlement record was found for transaction TXN00415.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00418,PARTIAL_SETTLEMENT,MEDIUM,749.7,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.63,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00419,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.73,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00425,DUPLICATE_SETTLEMENT,MEDIUM,-42.46,"Multiple settlement records were found for transaction TXN00425, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.94,DUPLICATE_SETTLEMENT,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00427,MISSING_PAYMENT,HIGH,1999.0,No payment record was found for transaction TXN00427.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00429,MISSING_SETTLEMENT,HIGH,1999.0,No settlement record was found for transaction TXN00429.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00437,PARTIAL_SETTLEMENT,MEDIUM,2399.7,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,1.0,PARTIAL_SETTLEMENT,0.71,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00451,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.88,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00452,UNKNOWN_ADJUSTMENT,MEDIUM,-250.0,An unexpected settlement adjustment was recorded for transaction TXN00452.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.995,UNKNOWN_ADJUSTMENT,0.805,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The UNKNOWN_ADJUSTMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00464,CHARGEBACK,HIGH,4999.0,A chargeback was recorded for transaction TXN00464.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.93,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00467,MISSING_PAYMENT,HIGH,5999.0,No payment record was found for transaction TXN00467.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,0.995,MISSING_PAYMENT,0.99,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00468,AMOUNT_MISMATCH,HIGH,100.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,MATCHED,0.085,NONE,0.93,RULE_EXCEPTION_ML_DISAGREEMENT,ESCALATE_FOR_REVIEW,"The reconciliation rule identified an exception requiring escalation, while the ML layer disagreed with the rule result.",CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,"Human review required because the deterministic reconciliation rule identified AMOUNT_MISMATCH, but the ML layer disagreed with the rule result.",OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00477,AMOUNT_MISMATCH,HIGH,500.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.975,AMOUNT_MISMATCH,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00484,AMOUNT_MISMATCH,HIGH,100.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.8,AMOUNT_MISMATCH,0.795,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00490,UNKNOWN_ADJUSTMENT,MEDIUM,-100.0,An unexpected settlement adjustment was recorded for transaction TXN00490.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.92,UNKNOWN_ADJUSTMENT,0.43,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The UNKNOWN_ADJUSTMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00494,DUPLICATE_PAYMENT,MEDIUM,9999.0,"Multiple payment records were found for transaction TXN00494, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.985,DUPLICATE_PAYMENT,0.895,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00497,MISSING_PAYMENT,HIGH,799.0,No payment record was found for transaction TXN00497.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00502,AMOUNT_MISMATCH,HIGH,488.4,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,AMOUNT_MISMATCH,0.89,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00507,DUPLICATE_PAYMENT,MEDIUM,5999.0,"Multiple payment records were found for transaction TXN00507, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.95,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00508,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.99,PARTIAL_SETTLEMENT,0.45,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00509,DUPLICATE_PAYMENT,MEDIUM,9999.0,"Multiple payment records were found for transaction TXN00509, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.995,DUPLICATE_PAYMENT,0.68,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00516,REFUND,HIGH,299.7,A refund was recorded for transaction TXN00516.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00517,PARTIAL_SETTLEMENT,MEDIUM,1799.7,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.995,PARTIAL_SETTLEMENT,0.44,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
